student_id,school_id,assessment_name,assessment_date,score,max_score,passed
STU00563,SCH020,Diagnostic,2025-08-04,50.4,100,False
STU00563,SCH020,Unit 1,2025-08-19,43.5,100,False
STU00563,SCH020,Unit 2,2025-09-02,67.3,100,True
STU00563,SCH020,Midterm,2025-09-18,56.5,100,False
STU00563,SCH020,Unit 3,2025-10-06,66.3,100,True
STU00563,SCH020,Final,2025-10-26,62.2,100,True
STU00564,SCH004,Diagnostic,2025-08-04,81.2,100,True
STU00564,SCH004,Unit 1,2025-08-19,79.4,100,True
STU00564,SCH004,Unit 2,2025-09-02,71.7,100,True
STU00564,SCH004,Midterm,2025-09-18,81.8,100,True
STU00564,SCH004,Unit 3,2025-10-06,75.1,100,True
STU00564,SCH004,Final,2025-10-26,99.3,100,True
STU00565,SCH082,Diagnostic,2025-08-04,68.2,100,True
STU00565,SCH082,Unit 1,2025-08-19,74.3,100,True
STU00565,SCH082,Unit 2,2025-09-02,96.4,100,True
STU00565,SCH082,Midterm,2025-09-18,97.0,100,True
STU00565,SCH082,Unit 3,2025-10-06,95.7,100,True
STU00565,SCH082,Final,2025-10-26,100.0,100,True
STU00566,SCH084,Diagnostic,2025-08-04,100.0,100,True
STU00566,SCH084,Unit 1,2025-08-19,100.0,100,True
STU00566,SCH084,Unit 2,2025-09-02,100.0,100,True
STU00566,SCH084,Midterm,2025-09-18,100.0,100,True
STU00566,SCH084,Unit 3,2025-10-06,100.0,100,True
STU00566,SCH084,Final,2025-10-26,100.0,100,True
STU00567,SCH043,Diagnostic,2025-08-04,96.7,100,True
STU00567,SCH043,Unit 1,2025-08-19,100.0,100,True
STU00567,SCH043,Unit 2,2025-09-02,100.0,100,True
STU00567,SCH043,Midterm,2025-09-18,100.0,100,True
STU00568,SCH073,Diagnostic,2025-08-04,54.3,100,False
STU00568,SCH073,Unit 1,2025-08-19,75.8,100,True
STU00568,SCH073,Unit 2,2025-09-02,57.5,100,False
STU00568,SCH073,Midterm,2025-09-18,54.3,100,False
STU00568,SCH073,Unit 3,2025-10-06,78.1,100,True
STU00568,SCH073,Final,2025-10-26,88.8,100,True
STU00569,SCH090,Diagnostic,2025-08-04,44.6,100,False
STU00569,SCH090,Unit 1,2025-08-19,47.7,100,False
STU00569,SCH090,Unit 2,2025-09-02,67.7,100,True
STU00569,SCH090,Midterm,2025-09-18,49.7,100,False
STU00569,SCH090,Unit 3,2025-10-06,61.1,100,True
STU00569,SCH090,Final,2025-10-26,67.8,100,True
STU00570,SCH057,Diagnostic,2025-08-04,51.4,100,False
STU00570,SCH057,Unit 1,2025-08-19,50.0,100,False
STU00570,SCH057,Unit 2,2025-09-02,33.9,100,False
STU00571,SCH079,Diagnostic,2025-08-04,47.3,100,False
STU00571,SCH079,Unit 1,2025-08-19,54.3,100,False
STU00571,SCH079,Unit 2,2025-09-02,64.0,100,True
STU00571,SCH079,Midterm,2025-09-18,73.4,100,True
STU00571,SCH079,Unit 3,2025-10-06,72.6,100,True
STU00571,SCH079,Final,2025-10-26,83.3,100,True
STU00572,SCH050,Diagnostic,2025-08-04,81.0,100,True
STU00572,SCH050,Unit 1,2025-08-19,79.3,100,True
STU00572,SCH050,Unit 2,2025-09-02,65.8,100,True
STU00572,SCH050,Midterm,2025-09-18,98.4,100,True
STU00572,SCH050,Unit 3,2025-10-06,100.0,100,True
STU00572,SCH050,Final,2025-10-26,100.0,100,True
STU00573,SCH048,Diagnostic,2025-08-04,38.8,100,False
STU00573,SCH048,Unit 1,2025-08-19,42.4,100,False
STU00573,SCH048,Unit 2,2025-09-02,42.7,100,False
STU00573,SCH048,Midterm,2025-09-18,53.5,100,False
STU00573,SCH048,Unit 3,2025-10-06,49.5,100,False
STU00573,SCH048,Final,2025-10-26,65.9,100,True
STU00574,SCH056,Diagnostic,2025-08-04,100.0,100,True
STU00574,SCH056,Unit 1,2025-08-19,97.1,100,True
STU00574,SCH056,Unit 2,2025-09-02,100.0,100,True
STU00574,SCH056,Midterm,2025-09-18,100.0,100,True
STU00574,SCH056,Unit 3,2025-10-06,100.0,100,True
STU00574,SCH056,Final,2025-10-26,100.0,100,True
STU00575,SCH047,Diagnostic,2025-08-04,80.3,100,True
STU00575,SCH047,Unit 1,2025-08-19,73.3,100,True
STU00575,SCH047,Unit 2,2025-09-02,98.3,100,True
STU00576,SCH011,Diagnostic,2025-08-04,64.0,100,True
STU00576,SCH011,Unit 1,2025-08-19,67.1,100,True
STU00577,SCH026,Diagnostic,2025-08-04,73.5,100,True
STU00577,SCH026,Unit 1,2025-08-19,65.9,100,True
STU00577,SCH026,Unit 2,2025-09-02,61.7,100,True
STU00577,SCH026,Midterm,2025-09-18,67.3,100,True
STU00578,SCH069,Diagnostic,2025-08-04,53.0,100,False
STU00578,SCH069,Unit 1,2025-08-19,60.0,100,False
STU00578,SCH069,Unit 2,2025-09-02,75.1,100,True
STU00578,SCH069,Midterm,2025-09-18,62.9,100,True
STU00578,SCH069,Unit 3,2025-10-06,85.0,100,True
STU00578,SCH069,Final,2025-10-26,88.3,100,True
STU00579,SCH074,Diagnostic,2025-08-04,96.4,100,True
STU00579,SCH074,Unit 1,2025-08-19,94.9,100,True
STU00579,SCH074,Unit 2,2025-09-02,100.0,100,True
STU00579,SCH074,Midterm,2025-09-18,99.8,100,True
STU00579,SCH074,Unit 3,2025-10-06,100.0,100,True
STU00579,SCH074,Final,2025-10-26,95.8,100,True
STU00580,SCH027,Diagnostic,2025-08-04,100.0,100,True
STU00580,SCH027,Unit 1,2025-08-19,100.0,100,True
STU00580,SCH027,Unit 2,2025-09-02,100.0,100,True
STU00580,SCH027,Midterm,2025-09-18,100.0,100,True
STU00580,SCH027,Unit 3,2025-10-06,100.0,100,True
STU00580,SCH027,Final,2025-10-26,100.0,100,True
STU00581,SCH064,Diagnostic,2025-08-04,35.6,100,False
STU00581,SCH064,Unit 1,2025-08-19,49.0,100,False
STU00581,SCH064,Unit 2,2025-09-02,48.2,100,False
STU00582,SCH047,Diagnostic,2025-08-04,87.7,100,True
STU00582,SCH047,Unit 1,2025-08-19,100.0,100,True
STU00582,SCH047,Unit 2,2025-09-02,100.0,100,True
STU00582,SCH047,Midterm,2025-09-18,100.0,100,True
STU00582,SCH047,Unit 3,2025-10-06,100.0,100,True
STU00582,SCH047,Final,2025-10-26,100.0,100,True
STU00583,SCH076,Diagnostic,2025-08-04,73.5,100,True
STU00583,SCH076,Unit 1,2025-08-19,88.8,100,True
STU00583,SCH076,Unit 2,2025-09-02,96.4,100,True
STU00583,SCH076,Midterm,2025-09-18,69.6,100,True
STU00583,SCH076,Unit 3,2025-10-06,91.7,100,True
STU00583,SCH076,Final,2025-10-26,100.0,100,True
STU00584,SCH075,Diagnostic,2025-08-04,49.0,100,False
STU00584,SCH075,Unit 1,2025-08-19,55.9,100,False
STU00584,SCH075,Unit 2,2025-09-02,59.3,100,False
STU00584,SCH075,Midterm,2025-09-18,62.3,100,True
STU00584,SCH075,Unit 3,2025-10-06,76.2,100,True
STU00584,SCH075,Final,2025-10-26,57.4,100,False
STU00585,SCH031,Diagnostic,2025-08-04,100.0,100,True
STU00585,SCH031,Unit 1,2025-08-19,83.8,100,True
STU00585,SCH031,Unit 2,2025-09-02,89.4,100,True
STU00585,SCH031,Midterm,2025-09-18,84.9,100,True
STU00585,SCH031,Unit 3,2025-10-06,100.0,100,True
STU00585,SCH031,Final,2025-10-26,100.0,100,True
STU00586,SCH087,Diagnostic,2025-08-04,59.5,100,False
STU00586,SCH087,Unit 1,2025-08-19,61.8,100,True
STU00586,SCH087,Unit 2,2025-09-02,75.3,100,True
STU00586,SCH087,Midterm,2025-09-18,67.5,100,True
STU00586,SCH087,Unit 3,2025-10-06,74.2,100,True
STU00586,SCH087,Final,2025-10-26,74.8,100,True
STU00587,SCH058,Diagnostic,2025-08-04,100.0,100,True
STU00587,SCH058,Unit 1,2025-08-19,83.9,100,True
STU00587,SCH058,Unit 2,2025-09-02,100.0,100,True
STU00587,SCH058,Midterm,2025-09-18,100.0,100,True
STU00587,SCH058,Unit 3,2025-10-06,100.0,100,True
STU00587,SCH058,Final,2025-10-26,100.0,100,True
STU00588,SCH092,Diagnostic,2025-08-04,71.0,100,True
STU00588,SCH092,Unit 1,2025-08-19,85.4,100,True
STU00588,SCH092,Unit 2,2025-09-02,100.0,100,True
STU00588,SCH092,Midterm,2025-09-18,97.1,100,True
STU00588,SCH092,Unit 3,2025-10-06,70.2,100,True
STU00588,SCH092,Final,2025-10-26,100.0,100,True
STU00589,SCH079,Diagnostic,2025-08-04,99.6,100,True
STU00589,SCH079,Unit 1,2025-08-19,100.0,100,True
STU00589,SCH079,Unit 2,2025-09-02,100.0,100,True
STU00589,SCH079,Midterm,2025-09-18,100.0,100,True
STU00589,SCH079,Unit 3,2025-10-06,100.0,100,True
STU00589,SCH079,Final,2025-10-26,100.0,100,True
STU00590,SCH045,Diagnostic,2025-08-04,100.0,100,True
STU00590,SCH045,Unit 1,2025-08-19,91.8,100,True
STU00590,SCH045,Unit 2,2025-09-02,100.0,100,True
STU00590,SCH045,Midterm,2025-09-18,100.0,100,True
STU00590,SCH045,Unit 3,2025-10-06,100.0,100,True
STU00590,SCH045,Final,2025-10-26,100.0,100,True
STU00591,SCH082,Diagnostic,2025-08-04,100.0,100,True
STU00591,SCH082,Unit 1,2025-08-19,95.6,100,True
STU00591,SCH082,Unit 2,2025-09-02,100.0,100,True
STU00591,SCH082,Midterm,2025-09-18,98.3,100,True
STU00591,SCH082,Unit 3,2025-10-06,100.0,100,True
STU00591,SCH082,Final,2025-10-26,100.0,100,True
STU00592,SCH025,Diagnostic,2025-08-04,60.1,100,True
STU00592,SCH025,Unit 1,2025-08-19,64.1,100,True
STU00592,SCH025,Unit 2,2025-09-02,88.4,100,True
STU00592,SCH025,Midterm,2025-09-18,87.5,100,True
STU00593,SCH062,Diagnostic,2025-08-04,86.3,100,True
STU00593,SCH062,Unit 1,2025-08-19,70.7,100,True
STU00593,SCH062,Unit 2,2025-09-02,97.1,100,True
STU00594,SCH076,Diagnostic,2025-08-04,100.0,100,True
STU00594,SCH076,Unit 1,2025-08-19,86.6,100,True
STU00594,SCH076,Unit 2,2025-09-02,85.1,100,True
STU00594,SCH076,Midterm,2025-09-18,99.0,100,True
STU00594,SCH076,Unit 3,2025-10-06,97.8,100,True
STU00594,SCH076,Final,2025-10-26,100.0,100,True
STU00595,SCH039,Diagnostic,2025-08-04,22.7,100,False
STU00595,SCH039,Unit 1,2025-08-19,47.7,100,False
STU00595,SCH039,Unit 2,2025-09-02,23.9,100,False
STU00595,SCH039,Midterm,2025-09-18,22.8,100,False
STU00595,SCH039,Unit 3,2025-10-06,41.7,100,False
STU00595,SCH039,Final,2025-10-26,58.5,100,False
STU00596,SCH002,Diagnostic,2025-08-04,71.7,100,True
STU00596,SCH002,Unit 1,2025-08-19,76.8,100,True
STU00596,SCH002,Unit 2,2025-09-02,93.7,100,True
STU00596,SCH002,Midterm,2025-09-18,82.9,100,True
STU00596,SCH002,Unit 3,2025-10-06,100.0,100,True
STU00596,SCH002,Final,2025-10-26,100.0,100,True
STU00597,SCH066,Diagnostic,2025-08-04,93.0,100,True
STU00597,SCH066,Unit 1,2025-08-19,100.0,100,True
STU00597,SCH066,Unit 2,2025-09-02,100.0,100,True
STU00597,SCH066,Midterm,2025-09-18,100.0,100,True
STU00597,SCH066,Unit 3,2025-10-06,100.0,100,True
STU00597,SCH066,Final,2025-10-26,100.0,100,True
STU00598,SCH075,Diagnostic,2025-08-04,99.6,100,True
STU00598,SCH075,Unit 1,2025-08-19,90.6,100,True
STU00598,SCH075,Unit 2,2025-09-02,80.1,100,True
STU00598,SCH075,Midterm,2025-09-18,88.7,100,True
STU00598,SCH075,Unit 3,2025-10-06,94.5,100,True
STU00598,SCH075,Final,2025-10-26,100.0,100,True
STU00599,SCH005,Diagnostic,2025-08-04,100.0,100,True
STU00599,SCH005,Unit 1,2025-08-19,91.0,100,True
STU00599,SCH005,Unit 2,2025-09-02,100.0,100,True
STU00599,SCH005,Midterm,2025-09-18,100.0,100,True
STU00599,SCH005,Unit 3,2025-10-06,98.0,100,True
STU00599,SCH005,Final,2025-10-26,95.8,100,True
STU00600,SCH019,Diagnostic,2025-08-04,100.0,100,True
STU00600,SCH019,Unit 1,2025-08-19,100.0,100,True
STU00600,SCH019,Unit 2,2025-09-02,98.7,100,True
STU00600,SCH019,Midterm,2025-09-18,93.4,100,True
STU00600,SCH019,Unit 3,2025-10-06,100.0,100,True
STU00600,SCH019,Final,2025-10-26,100.0,100,True
STU00601,SCH084,Diagnostic,2025-08-04,59.1,100,False
STU00601,SCH084,Unit 1,2025-08-19,60.5,100,True
STU00601,SCH084,Unit 2,2025-09-02,78.2,100,True
STU00601,SCH084,Midterm,2025-09-18,84.7,100,True
STU00601,SCH084,Unit 3,2025-10-06,71.0,100,True
STU00601,SCH084,Final,2025-10-26,71.6,100,True
STU00602,SCH040,Diagnostic,2025-08-04,77.3,100,True
STU00602,SCH040,Unit 1,2025-08-19,85.7,100,True
STU00602,SCH040,Unit 2,2025-09-02,100.0,100,True
STU00602,SCH040,Midterm,2025-09-18,100.0,100,True
STU00602,SCH040,Unit 3,2025-10-06,100.0,100,True
STU00603,SCH088,Diagnostic,2025-08-04,61.1,100,True
STU00603,SCH088,Unit 1,2025-08-19,82.8,100,True
STU00603,SCH088,Unit 2,2025-09-02,83.0,100,True
STU00603,SCH088,Midterm,2025-09-18,89.4,100,True
STU00603,SCH088,Unit 3,2025-10-06,91.2,100,True
STU00603,SCH088,Final,2025-10-26,89.7,100,True
STU00604,SCH071,Diagnostic,2025-08-04,64.1,100,True
STU00604,SCH071,Unit 1,2025-08-19,64.2,100,True
STU00604,SCH071,Unit 2,2025-09-02,81.4,100,True
STU00604,SCH071,Midterm,2025-09-18,61.9,100,True
STU00604,SCH071,Unit 3,2025-10-06,96.2,100,True
STU00604,SCH071,Final,2025-10-26,80.4,100,True
STU00605,SCH075,Diagnostic,2025-08-04,72.8,100,True
STU00605,SCH075,Unit 1,2025-08-19,79.7,100,True
STU00605,SCH075,Unit 2,2025-09-02,82.7,100,True
STU00606,SCH019,Diagnostic,2025-08-04,86.2,100,True
STU00606,SCH019,Unit 1,2025-08-19,99.9,100,True
STU00606,SCH019,Unit 2,2025-09-02,100.0,100,True
STU00606,SCH019,Midterm,2025-09-18,98.8,100,True
STU00606,SCH019,Unit 3,2025-10-06,100.0,100,True
STU00606,SCH019,Final,2025-10-26,100.0,100,True
STU00607,SCH002,Diagnostic,2025-08-04,93.5,100,True
STU00607,SCH002,Unit 1,2025-08-19,96.1,100,True
STU00607,SCH002,Unit 2,2025-09-02,99.9,100,True
STU00607,SCH002,Midterm,2025-09-18,97.8,100,True
STU00607,SCH002,Unit 3,2025-10-06,100.0,100,True
STU00607,SCH002,Final,2025-10-26,100.0,100,True
STU00608,SCH025,Diagnostic,2025-08-04,87.0,100,True
STU00608,SCH025,Unit 1,2025-08-19,100.0,100,True
STU00608,SCH025,Unit 2,2025-09-02,100.0,100,True
STU00608,SCH025,Midterm,2025-09-18,100.0,100,True
STU00608,SCH025,Unit 3,2025-10-06,100.0,100,True
STU00608,SCH025,Final,2025-10-26,100.0,100,True
STU00609,SCH010,Diagnostic,2025-08-04,95.4,100,True
STU00609,SCH010,Unit 1,2025-08-19,86.7,100,True
STU00609,SCH010,Unit 2,2025-09-02,93.7,100,True
STU00609,SCH010,Midterm,2025-09-18,100.0,100,True
STU00609,SCH010,Unit 3,2025-10-06,95.4,100,True
STU00609,SCH010,Final,2025-10-26,100.0,100,True
STU00610,SCH056,Diagnostic,2025-08-04,54.8,100,False
STU00610,SCH056,Unit 1,2025-08-19,54.4,100,False
STU00610,SCH056,Unit 2,2025-09-02,51.4,100,False
STU00610,SCH056,Midterm,2025-09-18,67.2,100,True
STU00610,SCH056,Unit 3,2025-10-06,44.3,100,False
STU00610,SCH056,Final,2025-10-26,63.5,100,True
STU00611,SCH037,Diagnostic,2025-08-04,68.0,100,True
STU00611,SCH037,Unit 1,2025-08-19,69.2,100,True
STU00611,SCH037,Unit 2,2025-09-02,86.4,100,True
STU00612,SCH028,Diagnostic,2025-08-04,63.3,100,True
STU00612,SCH028,Unit 1,2025-08-19,75.7,100,True
STU00612,SCH028,Unit 2,2025-09-02,84.2,100,True
STU00612,SCH028,Midterm,2025-09-18,83.7,100,True
STU00612,SCH028,Unit 3,2025-10-06,82.8,100,True
STU00612,SCH028,Final,2025-10-26,96.0,100,True
STU00613,SCH053,Diagnostic,2025-08-04,67.3,100,True
STU00613,SCH053,Unit 1,2025-08-19,70.0,100,True
STU00613,SCH053,Unit 2,2025-09-02,77.1,100,True
STU00613,SCH053,Midterm,2025-09-18,79.8,100,True
STU00614,SCH064,Diagnostic,2025-08-04,17.3,100,False
STU00614,SCH064,Unit 1,2025-08-19,38.5,100,False
STU00614,SCH064,Unit 2,2025-09-02,33.8,100,False
STU00614,SCH064,Midterm,2025-09-18,34.1,100,False
STU00614,SCH064,Unit 3,2025-10-06,37.2,100,False
STU00614,SCH064,Final,2025-10-26,41.1,100,False
STU00615,SCH040,Diagnostic,2025-08-04,88.2,100,True
STU00615,SCH040,Unit 1,2025-08-19,88.3,100,True
STU00615,SCH040,Unit 2,2025-09-02,86.7,100,True
STU00615,SCH040,Midterm,2025-09-18,85.7,100,True
STU00615,SCH040,Unit 3,2025-10-06,89.9,100,True
STU00616,SCH095,Diagnostic,2025-08-04,95.2,100,True
STU00616,SCH095,Unit 1,2025-08-19,100.0,100,True
STU00616,SCH095,Unit 2,2025-09-02,100.0,100,True
STU00616,SCH095,Midterm,2025-09-18,100.0,100,True
STU00616,SCH095,Unit 3,2025-10-06,100.0,100,True
STU00616,SCH095,Final,2025-10-26,100.0,100,True
STU00617,SCH099,Diagnostic,2025-08-04,100.0,100,True
STU00617,SCH099,Unit 1,2025-08-19,100.0,100,True
STU00617,SCH099,Unit 2,2025-09-02,100.0,100,True
STU00617,SCH099,Midterm,2025-09-18,100.0,100,True
STU00617,SCH099,Unit 3,2025-10-06,100.0,100,True
STU00617,SCH099,Final,2025-10-26,100.0,100,True
STU00618,SCH023,Diagnostic,2025-08-04,48.0,100,False
STU00618,SCH023,Unit 1,2025-08-19,31.2,100,False
STU00618,SCH023,Unit 2,2025-09-02,47.0,100,False
STU00619,SCH063,Diagnostic,2025-08-04,54.2,100,False
STU00619,SCH063,Unit 1,2025-08-19,84.2,100,True
STU00619,SCH063,Unit 2,2025-09-02,81.9,100,True
STU00619,SCH063,Midterm,2025-09-18,72.1,100,True
STU00619,SCH063,Unit 3,2025-10-06,83.6,100,True
STU00619,SCH063,Final,2025-10-26,87.7,100,True
STU00620,SCH068,Diagnostic,2025-08-04,32.1,100,False
STU00620,SCH068,Unit 1,2025-08-19,34.1,100,False
STU00620,SCH068,Unit 2,2025-09-02,44.9,100,False
STU00620,SCH068,Midterm,2025-09-18,59.6,100,False
STU00621,SCH004,Diagnostic,2025-08-04,36.3,100,False
STU00621,SCH004,Unit 1,2025-08-19,49.4,100,False
STU00621,SCH004,Unit 2,2025-09-02,30.4,100,False
STU00621,SCH004,Midterm,2025-09-18,51.5,100,False
STU00621,SCH004,Unit 3,2025-10-06,38.4,100,False
STU00622,SCH054,Diagnostic,2025-08-04,88.8,100,True
STU00622,SCH054,Unit 1,2025-08-19,100.0,100,True
STU00622,SCH054,Unit 2,2025-09-02,100.0,100,True
STU00622,SCH054,Midterm,2025-09-18,100.0,100,True
STU00622,SCH054,Unit 3,2025-10-06,100.0,100,True
STU00622,SCH054,Final,2025-10-26,97.1,100,True
STU00623,SCH069,Diagnostic,2025-08-04,90.6,100,True
STU00623,SCH069,Unit 1,2025-08-19,100.0,100,True
STU00623,SCH069,Unit 2,2025-09-02,100.0,100,True
STU00624,SCH070,Diagnostic,2025-08-04,86.6,100,True
STU00624,SCH070,Unit 1,2025-08-19,92.4,100,True
STU00624,SCH070,Unit 2,2025-09-02,94.6,100,True
STU00624,SCH070,Midterm,2025-09-18,91.6,100,True
STU00625,SCH042,Diagnostic,2025-08-04,52.5,100,False
STU00625,SCH042,Unit 1,2025-08-19,56.2,100,False
STU00625,SCH042,Unit 2,2025-09-02,47.7,100,False
STU00625,SCH042,Midterm,2025-09-18,64.1,100,True
STU00625,SCH042,Unit 3,2025-10-06,62.5,100,True
STU00625,SCH042,Final,2025-10-26,76.8,100,True
STU00626,SCH064,Diagnostic,2025-08-04,83.2,100,True
STU00626,SCH064,Unit 1,2025-08-19,86.8,100,True
STU00626,SCH064,Unit 2,2025-09-02,89.1,100,True
STU00626,SCH064,Midterm,2025-09-18,91.4,100,True
STU00626,SCH064,Unit 3,2025-10-06,100.0,100,True
STU00626,SCH064,Final,2025-10-26,100.0,100,True
STU00627,SCH093,Diagnostic,2025-08-04,62.1,100,True
STU00627,SCH093,Unit 1,2025-08-19,63.7,100,True
STU00627,SCH093,Unit 2,2025-09-02,72.9,100,True
STU00627,SCH093,Midterm,2025-09-18,62.9,100,True
STU00627,SCH093,Unit 3,2025-10-06,80.4,100,True
STU00627,SCH093,Final,2025-10-26,85.5,100,True
STU00628,SCH048,Diagnostic,2025-08-04,45.0,100,False
STU00628,SCH048,Unit 1,2025-08-19,65.2,100,True
STU00628,SCH048,Unit 2,2025-09-02,63.6,100,True
STU00628,SCH048,Midterm,2025-09-18,60.0,100,False
STU00628,SCH048,Unit 3,2025-10-06,71.2,100,True
STU00628,SCH048,Final,2025-10-26,66.5,100,True
STU00629,SCH056,Diagnostic,2025-08-04,100.0,100,True
STU00629,SCH056,Unit 1,2025-08-19,98.6,100,True
STU00629,SCH056,Unit 2,2025-09-02,89.3,100,True
STU00629,SCH056,Midterm,2025-09-18,98.0,100,True
STU00629,SCH056,Unit 3,2025-10-06,98.7,100,True
STU00629,SCH056,Final,2025-10-26,100.0,100,True
STU00630,SCH007,Diagnostic,2025-08-04,36.1,100,False
STU00630,SCH007,Unit 1,2025-08-19,44.2,100,False
STU00630,SCH007,Unit 2,2025-09-02,27.1,100,False
STU00631,SCH023,Diagnostic,2025-08-04,37.9,100,False
STU00631,SCH023,Unit 1,2025-08-19,54.0,100,False
STU00632,SCH098,Diagnostic,2025-08-04,92.3,100,True
STU00632,SCH098,Unit 1,2025-08-19,83.1,100,True
STU00632,SCH098,Unit 2,2025-09-02,84.1,100,True
STU00632,SCH098,Midterm,2025-09-18,96.8,100,True
STU00632,SCH098,Unit 3,2025-10-06,97.2,100,True
STU00632,SCH098,Final,2025-10-26,100.0,100,True
STU00633,SCH079,Diagnostic,2025-08-04,92.5,100,True
STU00633,SCH079,Unit 1,2025-08-19,97.5,100,True
STU00633,SCH079,Unit 2,2025-09-02,100.0,100,True
STU00633,SCH079,Midterm,2025-09-18,100.0,100,True
STU00633,SCH079,Unit 3,2025-10-06,100.0,100,True
STU00633,SCH079,Final,2025-10-26,100.0,100,True
STU00634,SCH076,Diagnostic,2025-08-04,60.7,100,True
STU00634,SCH076,Unit 1,2025-08-19,65.4,100,True
STU00634,SCH076,Unit 2,2025-09-02,68.3,100,True
STU00634,SCH076,Midterm,2025-09-18,64.3,100,True
STU00634,SCH076,Unit 3,2025-10-06,81.3,100,True
STU00634,SCH076,Final,2025-10-26,84.9,100,True
STU00635,SCH034,Diagnostic,2025-08-04,100.0,100,True
STU00635,SCH034,Unit 1,2025-08-19,100.0,100,True
STU00635,SCH034,Unit 2,2025-09-02,92.1,100,True
STU00636,SCH062,Diagnostic,2025-08-04,95.0,100,True
STU00636,SCH062,Unit 1,2025-08-19,100.0,100,True
STU00636,SCH062,Unit 2,2025-09-02,100.0,100,True
STU00636,SCH062,Midterm,2025-09-18,100.0,100,True
STU00636,SCH062,Unit 3,2025-10-06,100.0,100,True
STU00636,SCH062,Final,2025-10-26,100.0,100,True
STU00637,SCH053,Diagnostic,2025-08-04,82.4,100,True
STU00637,SCH053,Unit 1,2025-08-19,98.8,100,True
STU00637,SCH053,Unit 2,2025-09-02,100.0,100,True
STU00637,SCH053,Midterm,2025-09-18,98.8,100,True
STU00637,SCH053,Unit 3,2025-10-06,100.0,100,True
STU00637,SCH053,Final,2025-10-26,100.0,100,True
STU00638,SCH034,Diagnostic,2025-08-04,85.8,100,True
STU00638,SCH034,Unit 1,2025-08-19,100.0,100,True
STU00638,SCH034,Unit 2,2025-09-02,87.9,100,True
STU00638,SCH034,Midterm,2025-09-18,98.3,100,True
STU00639,SCH048,Diagnostic,2025-08-04,100.0,100,True
STU00639,SCH048,Unit 1,2025-08-19,97.5,100,True
STU00639,SCH048,Unit 2,2025-09-02,100.0,100,True
STU00640,SCH028,Diagnostic,2025-08-04,58.5,100,False
STU00640,SCH028,Unit 1,2025-08-19,46.0,100,False
STU00640,SCH028,Unit 2,2025-09-02,61.0,100,True
STU00640,SCH028,Midterm,2025-09-18,80.0,100,True
STU00640,SCH028,Unit 3,2025-10-06,77.1,100,True
STU00640,SCH028,Final,2025-10-26,79.2,100,True
STU00641,SCH034,Diagnostic,2025-08-04,49.6,100,False
STU00641,SCH034,Unit 1,2025-08-19,24.1,100,False
STU00641,SCH034,Unit 2,2025-09-02,62.7,100,True
STU00641,SCH034,Midterm,2025-09-18,38.8,100,False
STU00641,SCH034,Unit 3,2025-10-06,60.8,100,True
STU00641,SCH034,Final,2025-10-26,55.3,100,False
STU00642,SCH050,Diagnostic,2025-08-04,85.5,100,True
STU00642,SCH050,Unit 1,2025-08-19,82.6,100,True
STU00642,SCH050,Unit 2,2025-09-02,75.7,100,True
STU00642,SCH050,Midterm,2025-09-18,95.0,100,True
STU00642,SCH050,Unit 3,2025-10-06,84.5,100,True
STU00642,SCH050,Final,2025-10-26,100.0,100,True
STU00643,SCH039,Diagnostic,2025-08-04,74.0,100,True
STU00643,SCH039,Unit 1,2025-08-19,73.2,100,True
STU00643,SCH039,Unit 2,2025-09-02,71.8,100,True
STU00643,SCH039,Midterm,2025-09-18,70.7,100,True
STU00643,SCH039,Unit 3,2025-10-06,78.0,100,True
STU00643,SCH039,Final,2025-10-26,95.3,100,True
STU00644,SCH053,Diagnostic,2025-08-04,72.9,100,True
STU00644,SCH053,Unit 1,2025-08-19,67.7,100,True
STU00644,SCH053,Unit 2,2025-09-02,72.6,100,True
STU00644,SCH053,Midterm,2025-09-18,68.2,100,True
STU00644,SCH053,Unit 3,2025-10-06,77.3,100,True
STU00644,SCH053,Final,2025-10-26,93.0,100,True
STU00645,SCH074,Diagnostic,2025-08-04,79.5,100,True
STU00645,SCH074,Unit 1,2025-08-19,75.3,100,True
STU00645,SCH074,Unit 2,2025-09-02,63.9,100,True
STU00645,SCH074,Midterm,2025-09-18,71.5,100,True
STU00645,SCH074,Unit 3,2025-10-06,85.1,100,True
STU00645,SCH074,Final,2025-10-26,81.7,100,True
STU00646,SCH040,Diagnostic,2025-08-04,85.8,100,True
STU00646,SCH040,Unit 1,2025-08-19,95.8,100,True
STU00646,SCH040,Unit 2,2025-09-02,100.0,100,True
STU00646,SCH040,Midterm,2025-09-18,100.0,100,True
STU00646,SCH040,Unit 3,2025-10-06,100.0,100,True
STU00646,SCH040,Final,2025-10-26,100.0,100,True
STU00647,SCH005,Diagnostic,2025-08-04,87.4,100,True
STU00647,SCH005,Unit 1,2025-08-19,68.5,100,True
STU00647,SCH005,Unit 2,2025-09-02,92.8,100,True
STU00647,SCH005,Midterm,2025-09-18,88.4,100,True
STU00647,SCH005,Unit 3,2025-10-06,97.7,100,True
STU00647,SCH005,Final,2025-10-26,100.0,100,True
STU00648,SCH011,Diagnostic,2025-08-04,100.0,100,True
STU00648,SCH011,Unit 1,2025-08-19,94.6,100,True
STU00648,SCH011,Unit 2,2025-09-02,100.0,100,True
STU00649,SCH052,Diagnostic,2025-08-04,79.0,100,True
